corpus,domain,scenario_id,arm,cached,category,item,desc_match,question_match,answer_match,output_match,gaps_match,label,label_field,label_exact
coordinated_questions_v1,semiconductor_work,S06,coordinated,no,inputs,improvement request,none,none,exact,exact,exact,recovered,recovered,recovered
coordinated_questions_v1,semiconductor_work,S06,coordinated,no,inputs,equipment issue summary,none,scatter,exact,exact,exact,recovered,recovered,recovered
coordinated_questions_v1,semiconductor_work,S06,coordinated,no,inputs,meeting agenda,none,none,field,exact,none,recovered,recovered,unsupported
coordinated_questions_v1,semiconductor_work,S06,coordinated,no,inputs,vendor proposal,none,none,none,none,none,missed,missed,missed
coordinated_questions_v1,semiconductor_work,S06,coordinated,no,outputs,meeting minutes,none,none,exact,exact,exact,recovered,recovered,recovered
coordinated_questions_v1,semiconductor_work,S06,coordinated,no,outputs,action-item list,field,field,field,field,field,carried,carried,missed
coordinated_questions_v1,semiconductor_work,S06,coordinated,no,outputs,owner and due date assignments,none,field,field,field,none,recovered,recovered,missed
coordinated_questions_v1,semiconductor_work,S06,coordinated,no,outputs,updated improvement proposal,none,none,none,scatter,none,unsupported,missed,missed
coordinated_questions_v1,semiconductor_work,S06,coordinated,no,decisions,Is the proposed improvement technically feasible?,none,none,none,scatter,none,unsupported,missed,missed
coordinated_questions_v1,semiconductor_work,S06,coordinated,no,decisions,Are action items clearly owned?,none,field,field,field,field,recovered,recovered,missed
coordinated_questions_v1,semiconductor_work,S06,coordinated,no,exceptions,agenda not prepared,none,none,scatter,scatter,none,recovered,missed,missed
coordinated_questions_v1,semiconductor_work,S06,coordinated,no,exceptions,vendor proposal incomplete,none,none,none,none,none,missed,missed,missed
coordinated_questions_v1,semiconductor_work,S06,coordinated,no,exceptions,unclear owner,none,none,none,none,none,missed,missed,missed
coordinated_questions_v1,semiconductor_work,S06,coordinated,no,exceptions,missed follow-up deadline,none,field,exact,exact,field,recovered,recovered,recovered
coordinated_questions_v1,semiconductor_work,S06,coordinated,no,automation_targets,A2: Schedule meeting with vendor,field,field,field,field,none,carried,carried,missed
coordinated_questions_v1,semiconductor_work,S06,coordinated,no,automation_targets,A4: Record decisions and open questions,none,scatter,none,none,none,missed,missed,missed
coordinated_questions_v1,semiconductor_work,S06,coordinated,no,automation_targets,A7: Track action-item progress,none,none,field,field,none,recovered,recovered,missed
coordinated_questions_v1,semiconductor_work,S07,coordinated,no,activities,Collect meeting notes or transcript,none,field,field,exact,field,recovered,recovered,unsupported
coordinated_questions_v1,semiconductor_work,S07,coordinated,no,activities,Extract decisions and action items,none,field,field,field,none,recovered,recovered,missed
coordinated_questions_v1,semiconductor_work,S07,coordinated,no,activities,Confirm unclear items with decision owners,none,field,exact,exact,none,recovered,recovered,recovered
coordinated_questions_v1,semiconductor_work,S07,coordinated,no,activities,Draft summary email,none,field,field,field,field,recovered,recovered,missed
coordinated_questions_v1,semiconductor_work,S07,coordinated,no,activities,Attach or link supporting materials,none,none,none,none,none,missed,missed,missed
coordinated_questions_v1,semiconductor_work,S07,coordinated,no,activities,Send email to relevant recipients,none,none,field,field,scatter,recovered,recovered,missed
coordinated_questions_v1,semiconductor_work,S07,coordinated,no,activities,Update task tracker if needed,none,none,none,none,none,missed,missed,missed
coordinated_questions_v1,semiconductor_work,S07,coordinated,no,actors,meeting participant,none,none,scatter,scatter,none,recovered,missed,missed
coordinated_questions_v1,semiconductor_work,S07,coordinated,no,actors,minute taker,none,none,exact,exact,exact,recovered,recovered,recovered
coordinated_questions_v1,semiconductor_work,S07,coordinated,no,actors,decision owner,none,field,exact,exact,exact,recovered,recovered,recovered
coordinated_questions_v1,semiconductor_work,S07,coordinated,no,actors,recipient,none,exact,exact,exact,exact,recovered,recovered,recovered
coordinated_questions_v1,semiconductor_work,S07,coordinated,no,systems,calendar system,none,exact,exact,exact,exact,recovered,recovered,recovered
coordinated_questions_v1,semiconductor_work,S07,coordinated,no,systems,meeting transcript or notes,none,field,exact,field,field,recovered,recovered,dropped
coordinated_questions_v1,semiconductor_work,S07,coordinated,no,systems,email client,none,none,none,none,none,missed,missed,missed
coordinated_questions_v1,semiconductor_work,S07,coordinated,no,systems,task tracker,none,none,none,none,none,missed,missed,missed
coordinated_questions_v1,semiconductor_work,S07,coordinated,no,inputs,meeting agenda,none,none,none,none,none,missed,missed,missed
coordinated_questions_v1,semiconductor_work,S07,coordinated,no,inputs,meeting notes or transcript,none,field,field,exact,field,recovered,recovered,unsupported
coordinated_questions_v1,semiconductor_work,S07,coordinated,no,inputs,participant list,none,none,exact,exact,none,recovered,recovered,recovered
coordinated_questions_v1,semiconductor_work,S07,coordinated,no,inputs,action-item list,none,field,field,field,scatter,recovered,recovered,missed
coordinated_questions_v1,semiconductor_work,S07,coordinated,no,outputs,meeting summary email,field,field,field,field,field,carried,carried,missed
coordinated_questions_v1,semiconductor_work,S07,coordinated,no,outputs,decision list,none,scatter,exact,field,scatter,recovered,recovered,dropped
coordinated_questions_v1,semiconductor_work,S07,coordinated,no,outputs,action-item assignments,none,field,exact,field,none,recovered,recovered,dropped
coordinated_questions_v1,semiconductor_work,S07,coordinated,no,outputs,task tracker updates,none,none,none,none,none,missed,missed,missed
coordinated_questions_v1,semiconductor_work,S07,coordinated,no,decisions,Are all action items assigned to owners?,none,scatter,field,scatter,scatter,recovered,dropped,missed
coordinated_questions_v1,semiconductor_work,S07,coordinated,no,decisions,Does the meeting require task tracking?,none,scatter,none,none,none,missed,missed,missed
coordinated_questions_v1,semiconductor_work,S07,coordinated,no,exceptions,missing transcript,none,none,none,scatter,none,unsupported,missed,missed
coordinated_questions_v1,semiconductor_work,S07,coordinated,no,exceptions,unclear decision owner,none,field,field,field,field,recovered,recovered,missed
coordinated_questions_v1,semiconductor_work,S07,coordinated,no,exceptions,recipient list incomplete,none,field,field,field,field,recovered,recovered,missed
coordinated_questions_v1,semiconductor_work,S07,coordinated,no,exceptions,confidential content included,none,none,none,none,none,missed,missed,missed
coordinated_questions_v1,semiconductor_work,S07,coordinated,no,automation_targets,A2: Extract decisions and action items,none,field,field,field,none,recovered,recovered,missed
coordinated_questions_v1,semiconductor_work,S07,coordinated,no,automation_targets,A4: Draft summary email,none,field,field,field,field,recovered,recovered,missed
coordinated_questions_v1,semiconductor_work,S07,coordinated,no,automation_targets,A7: Update task tracker if needed,none,none,none,none,none,missed,missed,missed
coordinated_questions_v1,semiconductor_work,S08,coordinated,no,activities,Collect meeting time and participant count,none,scatter,field,field,field,recovered,recovered,missed
coordinated_questions_v1,semiconductor_work,S08,coordinated,no,activities,Check room availability,field,exact,field,exact,field,carried,carried,unsupported
coordinated_questions_v1,semiconductor_work,S08,coordinated,no,activities,Select room matching capacity and equipment needs,none,none,field,field,field,recovered,recovered,missed
coordinated_questions_v1,semiconductor_work,S08,coordinated,no,activities,Reserve selected room,field,none,field,field,none,carried,carried,missed
coordinated_questions_v1,semiconductor_work,S08,coordinated,no,activities,Create or update calendar invitation,none,none,field,exact,scatter,recovered,recovered,unsupported
coordinated_questions_v1,semiconductor_work,S08,coordinated,no,activities,Notify participants of room information,field,field,field,exact,none,carried,carried,unsupported
coordinated_questions_v1,semiconductor_work,S08,coordinated,no,actors,meeting organizer,field,field,field,scatter,field,carried,lost,missed
coordinated_questions_v1,semiconductor_work,S08,coordinated,no,actors,meeting participants,field,scatter,field,scatter,scatter,carried,lost,missed
coordinated_questions_v1,semiconductor_work,S08,coordinated,no,actors,facility system,none,scatter,scatter,none,none,dropped,missed,missed
coordinated_questions_v1,semiconductor_work,S08,coordinated,no,systems,calendar system,none,field,exact,exact,exact,recovered,recovered,recovered
coordinated_questions_v1,semiconductor_work,S08,coordinated,no,systems,room reservation system,none,field,exact,exact,exact,recovered,recovered,recovered
coordinated_questions_v1,semiconductor_work,S08,coordinated,no,systems,email or collaboration tool,none,scatter,exact,exact,field,recovered,recovered,recovered
coordinated_questions_v1,semiconductor_work,S08,coordinated,no,inputs,meeting date and time,none,field,exact,exact,scatter,recovered,recovered,recovered
coordinated_questions_v1,semiconductor_work,S08,coordinated,no,inputs,participant count,none,none,exact,exact,none,recovered,recovered,recovered
coordinated_questions_v1,semiconductor_work,S08,coordinated,no,inputs,location preference,none,none,exact,exact,none,recovered,recovered,recovered
coordinated_questions_v1,semiconductor_work,S08,coordinated,no,inputs,equipment needs,none,none,exact,exact,none,recovered,recovered,recovered
coordinated_questions_v1,semiconductor_work,S08,coordinated,no,outputs,room reservation,none,field,exact,exact,exact,recovered,recovered,recovered
coordinated_questions_v1,semiconductor_work,S08,coordinated,no,outputs,calendar invitation,none,exact,exact,exact,exact,recovered,recovered,recovered
coordinated_questions_v1,semiconductor_work,S08,coordinated,no,outputs,participant notification,none,exact,field,exact,exact,recovered,recovered,unsupported
coordinated_questions_v1,semiconductor_work,S08,coordinated,no,decisions,Is a suitable room available?,none,field,field,exact,field,recovered,recovered,unsupported
coordinated_questions_v1,semiconductor_work,S08,coordinated,no,decisions,Does the meeting require special equipment?,none,scatter,field,scatter,none,recovered,dropped,missed
coordinated_questions_v1,semiconductor_work,S08,coordinated,no,exceptions,room unavailable,none,field,none,none,none,missed,missed,missed
coordinated_questions_v1,semiconductor_work,S08,coordinated,no,exceptions,participant count changes,none,none,field,field,none,recovered,recovered,missed
coordinated_questions_v1,semiconductor_work,S08,coordinated,no,exceptions,reservation conflict,none,none,none,scatter,none,unsupported,missed,missed
